582,"ATADURA CREPOM 15X1,8M 13F (EDUARDA)",AMERICA,PT,PT C/ 12 UN,12,7898488471251
608,"ATADURA CREPOM 20X1,8M 13F (CYSNE)",CREMER,PT,PT C/ 1 UN,1,7891800370577
579,"ATADURA CREPOM 20X1,8M 13F (EDUARDA)",AMERICA,PT,PT C/ 12 UN,12,7898488471305
2030,"ATADURA CREPOM 20X1,8M 13F (EDUARDA)",AMERICA,UN,PT C/ 12 UN,12,7890000003412
580,"ATADURA CREPOM 30X1,8M 13F (EDUARDA)",AMERICA,UN,PT C/ 12 UN,12,7898488471435
3505,"ATADURA DE ALGODAO ORTOP. 10 CM X 1,0 M",POLARFIX,UN,PC/ 1,1,7898010929922
3506,"ATADURA DE ALGODAO ORTOP. 15 CM X 1,0 M",POLARFIX,UN,PC/ 1,1,7898010929946
3507,"ATADURA DE ALGODAO ORTOP. 20 CM X 1,0 M",POLARFIX,UN,PC/ 1,1,7898010929953
3512,ATADURA GESSADA ORTOP BRANCO 08CM X 2M,POLARFIX,UN,PC C/ 1 UN,1,7898010920240
3511,ATADURA GESSADA ORTOP BRANCO 10CM X 3M,POLARFIX,UN,PC/ 1,1,7898010920257
3510,ATADURA GESSADA ORTOP BRANCO 12CM X 3M,POLARFIX,UN,PC/ 1,1,7898010920264
3508,ATADURA GESSADA ORTOP BRANCO 20CM X 4M,POLARFIX,UN,PC/ 1,1,7898010920288
3509,ATADURA GESSADA ORTOP.BRANCO 15CM X 3M,POLARFIX,UN,PC/ 1,1,7898010920271
890,ATENOLOL 100 MG CP,EMS,CP,CX C/ 30 CP,30,7896004709055
2246,ATENOLOL 100 MG CP VP,LEGRAND,CP,CX C/ 30 CP,30,7894916144223
1866,ATENOLOL 100 MG CP VP,EMS,CP,CX C/ 30 CP,30,7896004705842
1224,ATENOLOL 25 MG CP,GERMED,CP,CX C/ 30 CP,30,7896004709024
2465,ATENOLOL 25 MG CP,EMS,CP,CX C/ 60 CP,60,7896004705880
1565,ATENOLOL 25 MG CP VP,EMS,CP,CX C/ 30 CP,30,7896004705781
147,ATENOLOL 50 MG CP VP,EMS,CP,CX C/ 30 CP ,30,7896004705873
2885,ATORVASTATINA 10 MG CP,LEGRAND,CP,CX C/ 30 CP,30,7894916146050
408,ATORVASTATINA 10 MG CP,GERMED,CP,CX C/ 30 CP,30,7896004729466
3187,ATORVASTATINA 20 MG CP,GERMED,CP,CX C/ 30 CP,30,17896004729473
954,ATORVASTATINA 20 MG CP,LEGRAND,CP,CX C/ 30 CP,30,7894916146067
3199,ATORVASTATINA 20 MG CP VP,GERMED,CP,CX C/ 30 CP,30,7896004729473
891,ATORVASTATINA 40 MG CP,GERMED,CP,CX C/ 30 CP,30,7896004729480
1411,ATORVASTATINA CALCICA 10 MG CP,EMS,CP,CX C/ 30 CP,30,7896004729428
1379,ATORVASTATINA CALCICA 20 MG CP,EMS,CP,CX C/ 30 CP,30,7896004729435
1371,ATORVASTATINA CALCICA 40 MG CP,EMS,CP,CX C/ 30 CP,30,7896004729442
1954,ATORVASTATINA CALCICA 80 MG CP,EMS,FR,CX C/ 30 CP,30,7896004729459
1339,ATRACURIO 25 MG PO LIOF INJ,BLAU,FA,CX C/ 10 FA,10,7896014689200
2894,"ATRACÚRIO 10MG/ML 2,5ML  INJ",FRESENIUS,AP,CX C/ 25 AP,25,7899498609016
2893,ATRACÚRIO 10MG/ML 5ML  INJ,FRESENIUS,AP,CX C/ 25 AP,25,7899498609009
1319,"ATROFARMA 0,25 MG/ML INJ 1 ML",FARMACE,AP,CX C/ 100 AP,100,7898166041011
484,"AVAMYS 0,5 MG/G SUS SPR 27,5 MCG/DOSE VP",GSK,FR,CX C/ 1 FR,1,7896015518875
693,AVENTAL CIRURGICO PADRÃO ESTERIL G AZUL,DESCARPACK,PT,PT C/ 1 UN,1,7898283816509
2350,AVENTAL MANGA LONGA C/ELAST 16G BRANCO,MEDIX,UN,PT C/ 10 UN,10,7898947170558
2934,AVENTAL MANGA LONGA C/ELAST 20G BRA,DEJAMARO,PT,PT C/ 10 UN,10,602883896475
3104,AVENTAL MANGA LONGA C/ELAST 30G,MEDIX,PT,PT C/10 UN,10,7898652372285
724,AVENTAL MANGA LONGA C/ELAST 40G,MEDIX,PT,PT C/10 UN,10,7898652372247
2935,AVENTAL MANGA LONGA C/ELAST 40G BRANCO,DEJAMARO,PT,PT C/ 10 UN,10,602883900233
1223,AVENTAL MANGA LONGA C/ELAST ESP40G BRANC,DESCARPACK,UN,PT C/10 UN  ,10,7898283818084
2129,AVENTAL MANGA LONGA C/ELAST SMS 40G AZUL,INNOVATION,UN,PT C/10,10,7890000003856
2130,AVENTAL MANGA LONGA C/ELAST TNT 30G BRAN,INNOVATION,UN,PT C/10,10,7890000003857
1153,AVENTAL MANGA LONGA C/ELAST TNT 40G BRAN,NOTEX,UN,PT C/10 UN,10,606529938710
593,AVENTAL MANGA LONGA C/ELAST20G BRANCO,DESCARPACK,UN,PT C/ 10 UN,10,7898283815144
2371,AVENTAL MANGA LONGA PRIME SMS 40G AZUL ,INNOVATION,UN,PT C/ 10 UN,10,7890000003850
2135,AVENTAL MANGA LONGA PUNHO MALHA 40G BRAN,INNOVAR,PT,PT C/10,10,7890000004031
2370,AVENTAL MANGA LONGA TNT PRIME 30G BRANCO,INNOVATION,UN,PT C/ 10 UN,10,7890000003849
2702,AZACITIDINA 100 MG PO LIOF,NATCO PHARMA,FA,CX C/ 1 FA,1,7898565164731
2948,AZENTEX 5 MG FR 100 ML,CRISTALIA,FR,CX C/ 1 FR,1,7896676437782
1357,AZICIN 500 MG PO LIOF INJ,CRISTALIA,FA,CX C/ 10 FA ,10,7896676430622
1275,AZITRIMICINA 500 MG PO LIOF INJ VP,CRISTALIA,FA,CX C/ 10 FA,10,7896676427028
947,AZITROMICINA 500 MG CP,GEOLAB,CP,CX C/ 150 CP,150,7899095240070
1378,AZITROMICINA 500 MG CP VP,EMS,CP,CX C/ 3 CP,3,7896004715957
1241,AZITROMICINA 500 MG PO LIOF INJ,ABL,FA,CX C/ 10 FA,10,7898564760170
1109,AZITROPHAR 500 MG CP,PHARLAB,CP,CX C/ 3 CP,3,7898216360123
420,AZTREONAM 1G INJ,NOVAFARMA,FA,CX C/ 1 FA,12,7898208148418
1497,AZTREONAM 1G PO INJ,BIOCHIMICO,FA,CX C/ 25 FA,25,7897406118490
207,B-PLATIN 10 MG/ML INJ 15ML,BLAU,FA,CX C/ 1 FA,1,7896014665310
196,B-PLATIN 10 MG/ML INJ 45ML,BLAU,FA,CX C/ 1 FA,1,7896014665327
1388,B-PLATIN 10 MG/ML INJ 5ML,BLAU,FA,CX C/ 1 FA,1,7896014665303
3532,BAC SULFITRIN 80MG/ML+16MG/ML INJ 5ML,HYPERA,AP,CX C/ 50 AP,50,17896714233529
3151,BAC SULFITRIN 80MG/ML+16MG/ML INJ 5ML VP,HYPERA,AP,CX C/ 50 AP,50,7896714233529
1313,BACTOMAX 200 MG/ML PO LIOF INJ C/DIL VP,CRISTALIA,FA,CX C/ 10 FA,10,7896676412796
55,BACTOMAX 400 MG PO LIOF INJ C/DIL VP,CRISTALIA,FA,CX C/ 10 FA ,10,7896676412857
1462,BACTRIM 240 MG/ML SUS OR 100 ML,FQM,FR,CX C/ 1 FR,1,17898040328610
2794,BACTRIM 240 MG/ML SUS OR VP 100 ML,FQM,FR,CX C/ 1 FR,1,7898040328610
1473,BACTRIM 480 MG CP,FQM,CP,CX C/ 20 CP,20,17898040328597
2791,BACTRIM 480 MG CP VP,FQM,CP,CX C/ 20 CP,20,7898040328597
2630,BACTRIM 480 MG/5 ML INJ 5 ML,FQM,AP,CX C/ 5 AP,5,17898040329334
2792,BACTRIM 480 MG/5 ML INJ 5 ML VP,FQM,AP,CX C/ 5 AP,5,7898040329334
1472,BACTRIM 96 MG/ML SUS OR 100 ML,FQM,FR,CX C/ 1 FR,1,7898040328627
1467,BACTRIM F 960 MG CP,FQM,CP,CX C/ 10 CP,10,17898040328603
2793,BACTRIM F 960 MG CP VP,FQM,CP,CX C/ 10 CP,10,7898040328603
869,BALDE INOX 05 LITROS,FAMI,UN,CX C/ 1 UN,1,7896655080114
1778,BANDAGEM COMPRESSIVA 10X3M(ALTA PRESSÃO),CONVATEC,UN,CX C/ 1 UN,1,768455107827
54,BARIOGEL 150 ML SUS OR VP,CRISTALIA,CO,CX C/ 10,10,7896676400724
2185,BECA 1 MG/ML INJ 5 ML ,HALEX ISTAR,AP,CX C/ 5 AP,5,7896727870483
479,BECLOSOL 50 MCG/DOSES SUS TOP,GSK,FR,CX C/ 1 FR,1,7896269900211
2466,BEDECI 2 MG/ML INJ 5 ML,EMS,AP,CX C/ 5 AP,5,7890000002097
2439,BENECTRIN 48 MG/ML SUS OR 10 ML,LEGRAND,FR,CX C/ 1 FR,1,7896004813172
3447,BENERVA 300MG CP VP,JANSSEN-CILAG,CP,CX C/ 30 CP,30,7893454714325
3039,BENLYSTA 120 MG INJ PO LIOF,GSK,FA,CX C/ 1 FA,1,7896015523954
3041,BENLYSTA 200 MG INJ SERINGA,GSK,SR,CX C/ 4 SR ,4,7896015591175
3040,BENLYSTA 400 MG INJ PO LIOF,GSK,FA,CX C/ 1 FA,1,7896015523961
315,BENZETACIL 1.200.000 U INJ 4ML,EUROFARMA,FA,CX C/ 50 FA,50,7891317496104
169,BENZOILMETRONIDAZOL 40MG/ML SUS OR 120ML,EMS,FR,CX C/ 1 FR,1,7896004702049
1128,BERK 50 MG PO LIOF INJ,EUROFARMA,FA,CX C/ 1 FA,1,7891317140106
1129,BERK 70 MG PO LIOF INJ,EUROFARMA,FA,CX C/ 1 FA,1,7891317170967
212,BETA-LONG 6 MG/ML INJ 1 ML ,UNIAO QUIMICA,AP,CX C/ 25 AP,25,7896006221609
9,BETACRIS 1 MG/ML INJ 5 ML VP,CRISTALIA,AP,CX C/ 10 AP ,10,7896676431926
427,BETAISTINA 16 MG CP,GEOLAB,CP,CX C/ 30 CP,30,7899095256323
429,BETAISTINA 24 MG CP,GEOLAB,CP,CX C/ 30 CP,30,7899095256378
406,BETAMETASONA 4 MG/ML INJ 1 ML,NOVAFARMA,AP,CX C/ 50 UN,50,7899498608576
304,BETAPROSPAN 7 MG/ML INJ 1 ML,UNIAO QUIMICA,AP,CX C/ 1 AP,1,7896006248927
1251,BICALUTAMIDA 50 MG CP,ACCORD,UN,CX C/ 30 CP,30,7898565581316
112,BICALUTAMIDA 50 MG CP,ACCORD,CP,CX C/ 28 CP,28,7898902274796
1132,BICALUTAMIDA 50 MG CP,EUROFARMA ONCO,CP,CX C/ 30 CP,30,7891317482541
952,BICARBONATO DE SODIO 84 MG/ML INJ 10 ML,FARMACE,AP,CX C/ 100 AP,100,7898166040595
1310,BICARBONATO DE SODIO 84 MG/ML INJ 10 ML,SAMTEC,AP,CX C/ 200 AP,200,17898415826014
2897,BICARBONATO DE SODIO 84 MG/ML INJ 250 ML,FRESENIUS,FR,CX C/ 10 FR ,10,7897947700192
436,BICARBONATO DE SODIO 84MG/ML 250ML VP,HYPOFARMA,FR,CX C/ 35 FR ,35,7898122913260
1961,BICERTO 1 MG/ML INJ,EUROFARMA,UN,CX C/ 60 EN,60,7891317008536
2191,"BIMATOPROSTA 0,3 MG/ML SOL OFT 3 ML",EMS OFTA,FR,CX C/ 1 FR,1,7896004724690
2609,"BIMATOPROSTA 0,3 MG/ML SOL OFT 3 ML",LEGRAND,FR,CX C/ 1 FR,1,7894916145350
213,BISALAX 5 MG CP,UNIAO QUIMICA,CP,CX C/ 150 CP,150,7896006257943
2832,BISALAX 5MG CP,UNIAO QUIMICA,CP,CX C/ 20,20,7896006257929
173,"BISOPROLOL 1,25 MG CP",EMS,CP,CX C/ 30 CP,30,7896004722160
928,"BISOPROLOL 2,5 MG CP",EMS,CP,CX C/ 30 CP,30,7896004722177
3019,BLAUIMUNO 50MG/ML 01FR  100ML ,BLAU,FR,CX C/ 1 FA,1,7896014621323
2328,BOLSA ACTIVE LIFE DREN.TR RECOR 19/64MM,CONVATEC,UN,CX C/ 10 UN,10,7890000003859
2744,BOLSA COLOST ILEOST OPACA 45 MM,CONVATEC,BS,CX C/ 10 UN,10,768455049837
2667,BOLSA COLOST/ILEOST DREN 57MM,CONVATEC,UN,CX C/ 10 UN,10,768455900114
1814,BOLSA COLOST/ILEOST MOLD C/FILTRO 19-64,CONVATEC,UN,CX C/ 10 UN,10,768455115334
1818,BOLSA COLOST/ILEOST MOLD C/FILTRO 20/30,CONVATEC,UN,CX C/ 10 UN,10,768455130238
1816,BOLSA COLOST/ILEOST MOLD C/FILTRO 20X57,CONVATEC,UN,CX C/ 10 UN,10,768455152544
1808,BOLSA COLOST/ILEOST PED 8/50MM,CONVATEC,BS,CX C/ 15 UN,15,768455101399
721,BOLSA COLOSTOMIA 30MM 200ML LATEX FREE,MEDSONDA,UN,CX C/ 10 UN,10,7898487862180
751,BOLSA COLOSTOMIA 50MM SACO CAP 200ML,MEDSONDA,PT,PC C/ 10 UN,10,7898487862197
752,BOLSA COLOSTOMIA 63MM SACO CAP 200ML,MEDSONDA,UN,10 UN,10,7898487862203
1755,BOLSA COLOSTOMIA DREN RECOR 19/64MM,CONVATEC,BS,CX C/ 10 UN,10,768455101610
1756,BOLSA COLOSTOMIA OPACA RECOR 19/64MM,CONVATEC,UN,CX C/ 10 UN,10,768455101627
2891,BOLSA COLOSTOMIA PEDIATRIA 45MM,CONVATEC,BS,CX C/ 10 UN,10,768455049394
1792,BOLSA COLOSTOMIA TRANSP  PED 32MM,CONVATEC,BS,CX C/ 10 UN,10,768455049387
1810,BOLSA UROSTOMIA DRENAVEL 19/45 MM,CONVATEC,BS,CX C/ 10 UN,10,768455029778
1777,BOLSA UROSTOMIA PEDIATRICA TRANSP 32MM,CONVATEC,BS,CX C/ 10 UN,10,768455049400
2746,BOLSA UROSTOMIA TRANSPARENTE 45 MM,CONVATEC,BS,CX C/ 10 UN,10,768455049950
2966,"BORMIB 3,5 MG PO LIOF INJ VP",CRISTALIA ONCO,FA,CX C/ 1 FA,1,7896676437706
3339,"BORTEZOMIBE 3,5 MG PO LIOF INJ",CAMBER,FA,CX C/ 1 FA,1,7908101200226
1291,"BORTEZOMIBE 3,5 MG PO LIOF INJ",ACCORD,FA,CX C/ 1 FA,1,7898565580548
3524,"BORTYZ 3,5 MG PO LIOF INJ",ACCORD,FA,CX C/ 1 FA,1,7898577810923
1754,"BOTA UNNA 10,16 X9,14 M",CONVATEC,UN,CX C/ 1 UN,1,768455033041
1774,"BOTA UNNA 7,62 X 9,14M",CONVATEC,UN,CX C/ 1 UN,1,768455033034
1894,BRAMICAR 40 MG CP,EMS SIGMA PHARMA,CP,CX C/ 30 CP,30,7894916508933
1896,BRAMICAR 80 MG CP,EMS SIGMA PHARMA,CP,CX C/ 30 CP,30,7894916508940
1634,BRASART 160 MG CP VP,EMS SIGMA PHARMA,CP,CX C/ 30 CP,30,7894916507936
1643,BRASART 320 MG CP VP,EMS SIGMA PHARMA,CP,CX C/ 30 CP,30,7894916507950
2865,"BREELET 2,5 MG CP",BERGAMO,CP,CX C/ 30 CP,30,7898943602671
77,BREVIBLOC 10 MG/ML INJ  VP,CRISTALIA,FA,CX C/ 25 FA,25,7896676425789
977,BREVIBLOC 10 MG/ML INJ 250 ML VP,CRISTALIA,BS,CX C/ 5 BS,5,7896676426670
78,BREVIBLOC 250 MG/ML INJ 10 ML VP,CRISTALIA,AP,CX C/ 25 AP ,25,7896676404869
2931,BRILINTA 90MG CP,ASTRAZENECA,CP,CX / 60 CP,60,7896206403409
417,BRIMONIDINA 2 MG/ML SOL OFT 5 ML,GEOLAB,FR,CX C/ 1 FR,1,7899095263093
1614,BROMAZEPAM 3 MG CP (B1) VP,EMS,CP,CX C/ 30 CP,30,7896004716268
2917,"BROMEXINA INFANTIL 0,8 MG/ML XPE",LABORATORIO GLOBO,FR,CX C/ 1 FR,1,7898060131146
2974,"BROMEXINA INFANTIL 1,6 MG/ML XPE",LABORATORIO GLOBO,FR,CX C/ 1 FR,1,7898060131504
2981,BROMOPRIDA 10 MG CP,LEGRAND,CP,CX C/ 20 CP,20,7894916145800
1946,BROMOPRIDA 10 MG CP,EMS,CP,CX C/ 20 CP,20,7896004727882
2566,BROMOPRIDA 10 MG CP,PRATI DONADUZZI,CP,CX C/ 20 CP,20,7898148298587
2809,BROMOPRIDA 10 MG CP,GERMED,CS,CX C/ 20 CS,20,17896004727899
1471,BROMOPRIDA 10 MG CP VP,GERMED,CS,CX C/ 20 CS,20,7896004727899
2888,BROMOPRIDA 4 MG/ML SOL OR 20 ML,PRATI DONADUZZI,FR,CX C/ 1 FR,1,7898148298747
3026,BROMOPRIDA 4 MG/ML SOL OR 20 ML,GERMED,FR,CX C/ 1 FR,1,7896004716497
2441,BROMOPRIDA 4 MG/ML SOL OR 20 ML,NATIVITA,FR,CX C/ 1 FR,1,7897848500013
2631,BROMOPRIDA 4 MG/ML SOL OR 20 ML VP,PRATI DONADUZZI,FR,CX C/ 1 FR,1,4106586
149,BROMOPRIDA 4 MG/ML SOL OR 20 ML VP,EMS,FR,CX C/ 1 FR,1,7896004701233
1366,BROMOPRIDA 5 MG/ML INJ 2 ML,UNIAO QUIMICA,UN,CX C/ 50 UN,50,7896006232667
369,BROMOPRIDA 5 MG/ML INJ 2 ML,HIPOLABOR,AP,CX C/ 100 AP,100,7898123906100
3453,BROMOPRIDA 5 MG/ML INJ 2 ML ,NOVAFARMA,AP,CX C/ 50 AP,50,17899498608361
421,BROMOPRIDA 5 MG/ML INJ 2 ML VP,NOVAFARMA,AP,CX C/ 50 AP,50,7899498608361
2833,BRYON 100 MG/ML,UNIAO QUIMICA,FA,CX C/ 10 FA,10,7896006220220
3210,BRYST 50 MG/ML INJ,BERGAMO,SR,CX C/ 2 SR,2,7898943603302
3195,BUDESONIDA 32 MCG SPR NAS,EMS,FR,CX C/ 1 FR,1,17896004758268
184,BUDESONIDA 32 MCG SPR NAS VP,EMS,FR,CX C/ 1 FR,1,7896004758268
920,BUDESONIDA 64 MCG SPR NAS VP,EMS,FR,CX C/ 1 FR,1,7896004758275
214,BUPICAN 5 MG/ML INJ 4 ML S/V,UNIAO QUIMICA,AP,CX C/ 10 AP,10,7896006214977
3176,"BUPIVACAINA 5,0 MG/ML INJ 20ML S/V VP",HYPOFARMA,AP,CX C/ 25 AP ,25,7898122912584
1102,BUPIVACAINA HIPER.85MG/ML INJ 4ML S/V VP,HYPOFARMA,AP,CX C/ 50 AP ,50,7898122912607
2548,BUPIVACAÍNA + GLICOSE 85 MG/ML INJ 4 ML,HIPOLABOR,AP,CX C/ 100 UN,100,7898123908982
2711,BUPROPIONA 150 MG CP (C1),GERMED,CP,CX C/ 60 CP,60,7896004732657
2498,BUPROPIONA 150 MG CP (C1),EMS,CP,CX C/ 60 CP,60,7896004732633
2874,BUPROPIONA 150 MG CP (C1),GERMED,CP,CX C/ 30 CP,30,7896004732640
1550,BUPROPIONA 150 MG CP (C1),EMS,CP,CX C/ 30 CP,30,7896004732626
3230,BUPROPIONA 150 MG CP (C1),LEGRAND,CP,CX C/ 30 CP,30,7894916146678
300,"BUPSTESIC 0,5% INJ S/V",UNIAO QUIMICA,FA,CX C/ 6 FA,6,7896006247609
299,"BUPSTESIC 5,0091 MG/ML INJ C/V",UNIAO QUIMICA,FA,CX C/ 6 FA ,6,7896006222095
3463,BUSCOPAN 10 MG CP,COSMED,CP,CX C/ 20 CP,20,7896094921429
3188,BUSCOPAN 10 MG/ML SOL OR 20 ML,HYPERA,FR,CX C/ 1 FR,1,7896094921405
3161,BUSCOPAN 20 MG/ML INJ 1 ML,COSMED,AP,CX C/ 5 AP,5,7896094921313
3160,BUSCOPAN COMPOSTO 500+4 MG/ML INJ 5 ML,COSMED,AP,CX C/ 3 AP,3,7896094921306
1368,C-PLATIN 1 MG/ML INJ 100ML,BLAU,FA,CX C/ 1 FA,1,7896014681150
1331,C-PLATIN 1 MG/ML INJ 50ML,BLAU,FA,CX C/ 1 FA,1,7896014681020
296,"CABERGOLINA 0,5 MG CP ",PRATI DONADUZZI,CP,CX C/ 8 CPR,8,7899547510928
291,"CALNATE 27,0G PO SUS OR ENV",EUROFARMA,EN,CX C/ 60 EN,60,7891317465025
1980,CAMARA DE NEUBAUER,CRAL,UN,CX C/ 1 UN,1,7898599570256
2018,CAMPO OPERATORIO 10X 9 9G ESTC/5(VITORIA,AMERICA,UN,PT C/ 5,5,7895483410841
589,CAMPO OPERATORIO 25X28 17GRX EST(VITàRIA,AMERICA,PC,140 PT C/ 5,140,27898488471231
562,CAMPO OPERATORIO 45X50 18G N.EST(HELENA),AMERICA,PC,PT C/ 50 UN ,50,7898488471459
2026,CAMPO OPERATORIO 45X50 18G RX (HELENA),AMERICA,UN,PT C/ 50 UN,50,7890000003415
3045,CAMPO OPERATORIO 45X50 25G (VALENTINA),AMERICA,UN,PT C/ 50 UN,50,7898488470056
1080,CAMPO OPERATORIO45X50 25G RX (VALENTINA),AMERICA,UN,PT C/ 50 UN,50,7898488470155
3013,"CANABIDIOL NUNATURE 17,18 MG/ML  (F2)",NUNATURE,FR,CX C/ 1 FR,1,7898994991700
3012,"CANABIDIOL NUNATURE 34,36 MG/ML (F2)",NUNATURE,FR,CX C/ 1 FR,1,7898994991717
2273,CANDERM 250 MG CP,LEGRAND,CP,CX C/ 20 CP,20,7896004813226
532,CANDERM 400 MG CP,LEGRAND,UN,CX C/ 20 CP,20,7896004707570
2100,CANETA LIFEPEN G 3ML,BIOMM,UN,CX C/ 1 UN,1,7898616360563
780,CANULA DE TRAQUEOSTOMIA 6.5 C/BALAO,SOLIDOR,UN,CX C/ 1 UN,1,7898157724510
720,CANULA GUEDEL  Nº 0 TAMANHO 60MM,DESCARPACK,UN,1 UN,1,7898283817872
705,CANULA GUEDEL  Nº 1 TAMANHO 70MM,DESCARPACK,UN,CX C/ 1 UN,1,7898283817889
704,CANULA GUEDEL  Nº 2 TAMANHO 80MM,DESCARPACK,UN,CX C/ 1 UN,1,7898283817896
706,CANULA GUEDEL  Nº 3 TAMANHO 90MM,DESCARPACK,UN,CX C/ 1 UN,1,7898283817902
716,CANULA GUEDEL  Nº 4 TAMANHO 100MM,DESCARPACK,UN,CX C/ 1 UN,1,7898283817919
718,CANULA GUEDEL  Nº 5 TAMANHO 110MM,DESCARPACK,UN,CX C/ 1 UN,1,7898283817926
719,CANULA GUEDEL  Nº 6 TAMANHO 120MM,DESCARPACK,UN,CX C/ 1 UN,1,7898283817933
2469,"CAPTOPRIL 12,5 MG CP",EMS,CP,CX C/ 30 CP,30,7896004700328
2531,"CAPTOPRIL 12,5 MG CP",GERMED,CP,CX C/ 30 CP,30,7896004704678
1569,CAPTOPRIL 25 MG CP,EMS,CP,CX C/ 30 CP,30,7896004704326
535,CAPTOPRIL 25 MG CP,PHARLAB,CP,CX C/ 30 CP,30,7898216367726
892,CAPTOPRIL 25 MG CP,GERMED,CP,CX C/ 30 CP,30,7896004704654
2909,CAPTOPRIL 25 MG CP,LABORATORIO GLOBO,CP,CX C/ 30 CP,30,7899620910133
896,CAPTOPRIL 50 MG CP,PHARLAB,CP,CX C/ 30 CP,30,7898216367740
150,CAPTOPRIL 50 MG CP VP,EMS,CP,CX C/ 30 CP,30,7896004704333
1948,CARBAMAZEPINA 200 MG CP (C1) VP,EMS,CP,CX C/ 20 CP,20,7896004704180
1215,CARBOCISTEÍNA 20 MG/ML XPE 100 ML,EMS,FR,CX C/ 1 FR,1,7896004700564
1189,CARBOCISTEÍNA 50 MG/ML XPE 100 ML,EMS,FR,CX C/ 1 FR,1,7896004700571
3125,CARTIGEN C II CP,FQM,CP,CX C/ 30 CP,30,7898414853212
1619,"CARVEDILAT 12,5 MG CP  VP",EMS,CP,CX C/ 30 CP,30,7894916510134
1601,"CARVEDILAT 3,125 MG CP",EMS SIGMA PHARMA,CP,CX C/ 30 CP,30,7894916510110
2527,"CARVEDILOL 12,5 MG CP",GERMED,CP,CX C/ 60 CP,60,7896004743684
391,"CARVEDILOL 12,5 MG CP ",GERMED,CP,CX C/ 30 CP,30,7896004731391
2817,"CARVEDILOL 12,5 MG CP VP",EMS,CP,CX C/ 30 CP,30,7896004771243
120,"CARVEDILOL 12,5 MG CP VP",EMS,CP,CX C/ 30 CP,30,7896004731308
2471,CARVEDILOL 25 MG CP,EMS,CP,CX C/ 60 CP,60,7896004743974
3548,CARVEDILOL 25 MG CP,EMS,CP,CX C/ 30 CP ,30,7896004731322
2608,CARVEDILOL 25 MG CP,LEGRAND,CP,CX C/ 30 CP,30,7894916146449
403,CARVEDILOL 25 MG CP,GERMED,CP,CX C/ 30 CP,30,7896004731414
1391,CARVEDILOL 25 MG CP VP,EMS,CP,CX C/ 30 CP ,30,7896004771250
2482,"CARVEDILOL 3,125 MG CP",GERMED,CP,CX C/ 30 CP,30,7896004731353
922,"CARVEDILOL 3,125 MG CP VP",EMS,CP,CX C/ 30 CP,30,7896004771229
2461,"CARVEDILOL 6,25 MG CP",GERMED,CP,CX C/ 30 CP,30,7896004731377
1635,"CARVEDILOL 6,25 MG CP",EMS,CP,CX C/ 30 CP,30,7896004731285
2606,"CARVEDILOL 6,25 MG CP",LEGRAND,CP,CX C/ 30 CP,30,7894916146401
1158,"CARVEDILOL 6,25 MG CP",GERMED,CP,CX C/ 60 CP,60,7896004743691
1578,"CARVEDILOL 6,25 MG CP VP",EMS,CP,CX C/ 30 CP,30,7896004771236
2898,CATETER INTRAV IV HEALCATH 18G C/DISP,GAMMA CRUCIS,UN,CX C/ 50 UN,50,8908000465534
2899,CATETER INTRAV IV HEALCATH 20G C/DISP,GAMMA CRUCIS,UN,CX C/ 50 UN,50,8908000465541
2900,CATETER INTRAV IV HEALCATH 22G C/DISP,GAMMA CRUCIS,UN,CX C/ 50 UN,50,8908000465558
2901,CATETER INTRAV IV HEALCATH 24G C/DISP,GAMMA CRUCIS,UN,CX C/ 50 UN,50,8908000465565
2403,CATETER INTRAVENOSO 14G DISP SEG,LABOR IMPORT,UN,CX C/ 100 UN,100,7898157726863
635,CATETER INTRAVENOSO 14G DISP SEG,DESCARPACK,UN,CX C/ 100 UN,100,7898283813652
615,CATETER INTRAVENOSO 14G TEFLON,DESCARPACK,UN,CX C/ 100 UN,100,7898283816837
2058,CATETER INTRAVENOSO 14G TEFLON,NIPRO,UN,CX C/ 50 UN,50,7890000001412
649,CATETER INTRAVENOSO 14G TEFLON,GAMMA CRUCIS,UN,CX C/ 100 UN,100,8908000465329
636,CATETER INTRAVENOSO 16G DISP SEG,DESCARPACK,UN,CX C/100 UN ,100,7898283813669
688,CATETER INTRAVENOSO 16G DISP SEG ,LABOR IMPORT,UN,CX C/ 100 UN,100,17898157726870
759,CATETER INTRAVENOSO 16G TEFLON,NIPRO,UN,CX C/ 50 UN,50,7000000000011
617,CATETER INTRAVENOSO 16G TEFLON,DESCARPACK,UN,CX C/100 UN,100,7898283816844
650,CATETER INTRAVENOSO 16G TEFLON,GAMMA CRUCIS,UN,CX C/ 100 UN,100,8908000465336
1087,CATETER INTRAVENOSO 18G DISP SEG,DESCARPACK,UN,CX C/100 UN ,100,7898283813676
3253,CATETER INTRAVENOSO 18G DISP SEG,LABOR IMPORT,UN,CX C/ 100 UN,100,17898157726887
757,CATETER INTRAVENOSO 18G TEFLON,NIPRO,UN,CX C/ 50 UN,50,7000000000009
651,CATETER INTRAVENOSO 18G TEFLON,GAMMA CRUCIS,UN,CX C/ 100 UN,100,8908000465350
618,CATETER INTRAVENOSO 18G TEFLON,DESCARPACK,UN,CX C/ 100,100,7898283816851
637,CATETER INTRAVENOSO 20G DISP SEG,DESCARPACK,UN,CX C/ 100 UN,100,7898283813683
