CODIGO_INTERNO;CODIGO_BARRAS;REGISTRO_ANVISA;NOME_COMERCIAL;APRESENTACAO;MARCA;TIPO_EMBALAGEM;QT_EMBALAGEM
1799;7898158690692;1156000380021;CLOMAZOL 10 MG/G 50 G DERM BIS (S);CLOTRIMAZOL 10 MG/G CREME DERMATOLOGICO 50 G BIS;CIFARMA;BIS C/50 G;1
1556;7898208145868;1140200530020;CLINDAMICINA 150 MG/ML 2 ML AMP (G);"FOSFATO DE CLINDAMICINA 150 MG/ML SOL/INJ IV/IM  2 ML AMP 


";NOVAFARMA;CX C/50 AMP;50
1557;7898208145882;1140200530071;CLINDAMICINA 150 MG/ML 4 ML AMP (G);"FOSFATO DE CLINDAMICINA 150 MG/ML SOL/INJ IV/IM 4 ML AMP 


";NOVAFARMA;CX C/50 AMP;50
1558;7898216360109;1410700040046;HIDROLESS 50 MG CP (S);HIDROCLOROTIAZIDA 50 MG VO CP;PHARLAB;CX C/500 CP;500
1729;7898123907893;1134301250029;ESCOPOLAMINA 20 MG/ML 1 ML AMP (G);BUTILBROMETO DE ESCOPOLAMINA 20 MG/ML 1 ML IM/IV/SC AMP;HIPOLABOR;CX C/100 AMP;100
1732;7898148290314;1256801340032;SIMETICONA 40 MG CP (G);SIMETICONA/DIMETICONA 40 MG VO CP;PRATI DONADUZZI;CX C/600 CP;600
1733;7896202505312;ISENTO;FIXA-CAL 1250 (EQ 500) MG/400 UI CP ;CARBONATO DE CALCIO + COLECALCIFEROL 1250 (EQUIVALENTE A 500 MG DE CALCIO ELEMENTAR) MG/400 UI VO CP;VITAMED;CX C/500 CP;500
1736;7898415821029;1559200020037;AGUA PARA INJEÇAO 20 ML FA (S);AGUA PARA INJEÇAO IV 20 ML;SAMTEC;CX C/200 FR;200
1742;7891721029752;1008902750055;CLOR DE METFORMINA 850 MG CP (G);CLORIDRATO DE METFORMINA 850 MG VO CP;MERCK;CX C/60 CP;60
1391;7899095254497;1542302210159;ATORVASTATINA CALCICA 40 MG CP (G);ATORVASTATINA CALCICA 40 MG VO CP ;GEOLAB;CX C/500 CP;500
1393;7899095258396;1542302550065;CLONAZEPAM 2,5 MG/ML 20 ML FR (G) (B1);CLONAZEPAM 2,5 MG/ML 20 ML FR (B1);GEOLAB;CX C/50 FR;50
1581;7899470804699;1384100640090;NUTRI B CP (S);TIAMINA + PIRIDOXINA + NICOTINAMINA + RIBOFFLAVINA + PANTETONATO 3,147/2,632/0,822/10/2 MG VO CP;NATULAB;CX C/500 CP;500
1800;7896006240105;1049700200043;CORTISONAL 10 MG/G 20 G DERM BIS (S);ACETATO DE DEXAMETASONA 10 MG/G CREME DERMATOLOGICO 20 G BIS;UNIAO QUIMICA;BIS C/20 G;1
1801;7898615310125;80451960067;NPH MEDICAL AGULHA C/SIST SEG 20 X 0,55 ;AGULHA DESCARTÁVEL C/SIST DE SEGURANÇA 20 X 0,22 MM  / 24G X 3/4;NUTRIEX;CX C/100 UNI;100
1802;7896523210087;1438102100053;HIDROCLOROTIAZIDA 25 MG CP (G);HIDROCLOROTIAZIDA 25 MG VO CP ;CIMED;CX C/500 CP;500
1803;7898259495509;80026180002;SERINGA SR 5 ML LUER LOCK S/AGULHA;"SERINGA HIPODERMICA DESCARTAVEL 5 ML BICO CENTRAL / LUER LOCK S/AGULHA
";SALDANHA RODRIGUES;1 UNI;1
1867;7899547522181;1256801710062;CLOR DE SERTRALINA 50 MG CP (G)(C1);CLORIDRATO DE SERTRALINA 50 MG VO CP (C1);PRATI DONADUZZI;CX C/300 CP;300
1389;7899547503340;1256800850118;DEXC + BET 0,4/0,05 MG/ML 120 ML FR (G);MALEATO DEXCLORFENIRMINA 0,4 MG/ML + BETAMETASONA 0,05 MG/ML 120 ML + COPO DOSADOR;PRATI DONADUZZI;CX C/50 FR;50
1568;7899095244771;1542302300026;ACU FRESH 5 MG/ML 10 ML (S) ;CARMELOSE SÓDICA  5 MG/ML 10 ML;GEOLAB;FR C/10 ML;1
1569;7898123903833;1134301020023;LIDOCAINA 2% SEM VASO 5 ML AMP (G);"CLORIDRATO DE LIDOCAINA 20 MG/ML SEM VASOCONSTRITOR SOL/INJ IV 5 ML AMP 


";HIPOLABOR;CX C/100 AMP;100
1570;7899095238312;1542301970011;LATA+TIMOLOL 2,5 ML(2 A 8°) (G)         ;LATANOPROSTA + MALEATO DE TIMOLOL 50 MCG + 5 MG/ML 2,5 ML COLIRIO FR (2 A 8°C) ;GEOLAB;FR C/2,5 ML;1
1743;7898415822019;1559200040208;CLORETO DE SODIO 0,9% 10 ML FA ;CLORETO DE SODIO 0,9% IV 10 ML;SAMTEC;CX C/200 FA;200
1744;7896006224808;1049702640083;UNIFENTAL 50 MCG/ML 2ML ESTERIL(S)(A1);CITRATO DE FENTANILA 78,5 CMG/ML (EQUIVALENTE A FENTANILA 50 MCG/ML = 0,05 MCG/ML) SOL/INJ IM/IV 2 ML EMBALAGEM ESTERIL (SAFETY PACK) AMP;UNIAO QUIMICA;CX C/50 AMP;50
1745;7893454100685;1044001900010;TANDENE 300/125/50/30 MG VO CP (S) ;PARACETAMOL 300 MG + CARISOPRODOL 125 MG + DICLOFENACO SODICO 50 MG + CAFEINA 30 MG VO CP;CELLERA;CX C/30 CP;30
1746;5600384651024;80188510013;DIALINE 05S LINHA ARTERIAL 8 MM SEM CATB;LINHA DE SANGUE ARTERIAL PARA HEMODIALISE 8 MM SEM CATABOLHA;ALLMED PRONEFRO;CX C/50 UNI;1
1747;7898133131233;1384100030055;TYLEMAX 200 MG/ML 10 ML FR (S);PARACETAMOL 200 MG/ML 10 ML VO FR;NATULAB;CX C/200 FR;200
1748;7898133131240;1384100030071;TYLEMAX 200 MG/ML 15 ML FR (S);PARACETAMOL 200 MG/ML 15 ML VO FR;NATULAB;CX C/200 FR;200
1469;7897848500099;0;OLEO MINERAL 100 ML FR ;OLEO MINERAL 100 ML VO FR;NATIVITA;CX C/80 FR;80
1500;7896676432039;1018600180016;CINETOL 5 MG/ML IM/IV 1 ML AMP (S) (C1);BIPERIDENO 5 MG/ML SOL/INJ IM/IV 1 ML AMP;CRISTALIA;CX C/25 AMP;25
1891;7899547530216;1256802690193;RISPERIDONA 2 MG CP (G) (C1);RISPERIDONA 2 MG VO CP (C1);PRATI DONADUZZI;CX C/300 CP;300
1892;7896523207988;1438100990027;DEXC + BET 0,4/0,05 MG/ML 120 ML FR (G);MALEATO DEXCLORFENIRMINA 0,4 MG/ML + BETAMETASONA 0,05 MG/ML 120 ML + COPO DOSADOR;CIMED;FR C/120 ML;1
1893;7898075313636;1048100740138;VANTIL 100 MG/ML 20 ML (S);IBUPROFENO 100 MG/ML 20 ML VO FR;ONEFARMA;FR C/20 ML;1
1894;7896523223193;1438102020017;HEDERA CIMED 7 MG/ML 100 ML FR (S);HEDERA HELIX 7 MG/ML 100 ML VO FR + COPO MEDIDA;CIMED;FR C/100 ML;1
1921;7898133131981;1384100340062;MUCOBRONQ 50 MG/ML AD 100 ML (S);CARBOCISTEINA 50 MG/ML 100 ML ADULTO VO FR + COPO MEDIDOR;NATULAB;CX C/50 FR;50
1476;7896112126010;1037005030034;TRAMADOL 50 MG CAP (G) (A2);CLORIDRATO DE TRAMADOL 50 MG VO CAP (A2);TEUTO;CX C/50 CAP;50
1578;7898947385730;1553700400085;SUCCINATO DE METOPROLOL XR 50 MG CP (G);SUCCINATO DE METOPROLOL 50 MG VO CP LIBERAÇÃO CONTROLADA;ACCORD;CX C/30 CP;30
1579;7899470802992;1384100320142;XAROPE DE GUACO 35 MG/ML 100 ML FR (S);MIKANIA GLOMERATA SPRENG 35 MG/ML 100 ML VO FR;NATULAB;CX C/50 FR;50
1580;7899470803012;1384100320169;XAROPE DE GUACO 35 MG/ML 150 ML FR (S);MIKANIA GLOMERATA SPRENG 35 MG/ML 150 ML VO FR;NATULAB;CX C/50 FR;50
1582;7895858010379;1376401280033;IMURAN 50 MG CP (E);AZATIOPRINA 50 MG VO CP;ASPEN PHARMA;CX C/100 CP;100
1586;7898560663314;1883000210063;CUTENOX 40 MG 0,4 ML SC/IV SER SEG (S);ENOXAPARINA SÓDICA 40 MG /0,4 ML SC/IV SER. PREENCHIDA SIST. SEGURANÇA;MYLAN;CX C/10 SER;10
1587;7898560663321;1883000210071;CUTENOX 60 MG 0,6 ML SC/IV SER SEG (S);ENOXAPARINA SÓDICA 60 MG /0,6 ML SC/IV SER. PREENCHIDA SIST. SEGURANÇA;MYLAN;CX C/2 SER;2
1895;7896523211855;1438101580019;DICLOFENACO RESINATO 15 MG/ML 20 ML (G);DICLOFENACO RESINATO 15 MG/ML 20 ML VO FR;CIMED;FR C/20 ML;1
1367;7898133131141;1384100020051;MAXALGINA 500 MG/ML 10 ML FR (S);DIPIRONA SODICA MONOIDRATADA 500 MG/ML 10 ML VO FR;NATULAB;CX C/200 FR;200
1368;7898133131158;1384100020068;MAXALGINA 500 MG/ML 20 ML FR (S);DIPIRONA SODICA MONOIDRATADA 500 MG/ML 20 ML VO FR;NATULAB;CX C/200 FR;200
1369;7898133133190;1384100330083;IBUPROTRAT 50 MG/ML 30 ML FR (S);IBUPROFENO 50 MG/ML 30 ML VO FR;NATULAB;CX C/100 FR;100
1295;7898470682900;1134301930038;FENITOINA 100 MG CP (G) (C1);FENITOINA SODICA 100 MG VO CP (25 BLISTERS C/20 CP)(C1);HIPOLABOR;CX C/500 CP;500
1297;7899095239418;1542301400231;CISTEIL 600 MG ENV (S);ACETILCISTEINA 600 MG VO SCH ;GEOLAB;CX C/50 ENV;50
1590;7896137102532;1071402320039;METRONIDAZOL 100 MG/G 50 G BIS VAG (G);METRONIDAZOL 100 MG/G GELEIA VAGINAL 50 G BIS + APLICADORES;SANVAL;CX C/50 BIS;50
1591;7896137122509;1071402370044;PREDNISONA 5 MG CP (G);PREDNISONA 5 MG VO CP;SANVAL;CX C/500 CP;500
1596;7896112163701;1037005960058;HEM QUETIAPINA 25 MG CP (G) (C1);HEMIFUMARATO DE QUETIAPINA 25 MG VO CP (C1);TEUTO;CX C/280 CP;280
1311;7899547502220;1256801440101;AMPICILINA 50 MG/ML 60 ML FR (G);"AMPICILINA 50 MG/ML 60 ML + COPO DOSADOR

";PRATI DONADUZZI;CX C/50 FR;50
1415;7896112183693;1037002810063;METOCLOPRAMIDA 5 MG/ML 2 ML AMP (G)  ;CLORIDRATO DE METOCLOPRAMIDA 5 MG/ML 2 ML SOL INJ AMP;TEUTO;CX C/120 AMP;120
1416;7896112128427;1037000280083;HIOSPAN COMP 500+4 MG/ML 5 ML AMP (S);"BROMETO DE ESCOPOLAMINA + DIPIRONA 4/500 MG/ML SOL/INJ IM/IV 5 ML AMP
";TEUTO;CX C/120 AMP;120
1417;7896112137030;1037000960033;AERODINI 10MCG/JATO 200 DOSES (S) ;SALBUTAMOL 100 MCG/JATO 200 DOSES + ADAPTADOR;TEUTO;FR C/200 DOS;1
1427;7896112106975;1516700450010;MEROPENEM 500 MG PO/INJ FA (G) ;MEROPENEM 500 MG PÓ/INJ IV S/DIL F/A;AUROBINDO;CX C/1 FA;1
1273;7896862927080;1091701020023;PREGABALINA 75 MG CAP (G) (C1);PREGABALINA 75 MG VO CAP (C1);MEDQUIMICA;CX C/30 CAP;30
1274;7896862927103;1091701020041;PREGABALINA 150 MG CAP (G) (C1);PREGABALINA 150 MG VO CAP (C1);MEDQUIMICA;CX C/30 CAP;30
1394;7899547510119;1256802590131;BETAISTINA 24  MG CP (G);DICLORIDRATO DE BETAISTINA 24 MG VO CP;PRATI DONADUZZI;CX C/30 CP;30
1501;7896862960087;1091700830056;IBUPROFENO 100 MG/ML 20 ML FR (G);IBUPROFENO 100 MG/ML 20 ML VO FR;MEDQUIMICA;FR C/20 ML;1
1598;7895858007768;1376401320027;EUTROPIN 4 UI FA+ DIL 1 ML (2 A 8°C) (S);SOMATROPINA 4 UI PO/INJ + SOL DIL 1 ML F/A (2 A 8°C);ASPEN PHARMA;CX C/5 FA;5
1600;7898216361618;1410700270025;ESCOPEN 10 MG + 250 MG CP (S);BUTILBROMETO DE ESCOPOLAMINA + DIPIRONA SODICA 10 MG + 250 MG VO CP;PHARLAB;CX C/250 CP;250
1601;7896112114574;1037004730032;FENITOINA 100 MG CP (G) (C1);FENITOINA SODICA 100 MG VO CP (C1);TEUTO;CX C/30 CP;30
1604;7898123907565;1134301770014;NALOXONA 0,4 MG/ML 1 ML AMP (G) (C1);CLORIDRATO DE NALOXONA 0,4 MG/ML SOL/INJ IM/IV/SC 1 ML AMP (C1);HIPOLABOR;CX C/10 AMP;10
1605;7899547524444;1256802450011;DEXPROTENOL 50 MG/G 30 G BIS (S);DEXPANTENOL 50 MG/G POMADA DERMATOLOGICA 30 G BIS;PRATI DONADUZZI;BIS C/30 G;1
1606;7899547528527;1256802600119;LEVOFLOXACINO 500 MG CP (G);LEVOFLOXACINO 500 MG VO CP;PRATI DONADUZZI;CX C/280 CP;280
1428;7896112107729;1516700450061;MEROPENEM 1 G PO/INJ FA (G) ;MEROPENEM 1 G PÓ/INJ IV S/DIL F/A;AUROBINDO;CX C/1 FA;1
1439;7898148290758;1256801460038;ATENOLOL 25 MG CP (G);ATENOLOL 25 MG VO CP;PRATI DONADUZZI;CX C/600 CP;600
1505;7895296109017;1267502610025;TRAVOPROSTA 0,04 MG/ML 2,5 ML (G);"TRAVOPROSTA 0,04 MG/ML SOLUÇÃO OFTALMICA FR

";NOVA QUIMICA;FR C/2,5 ML;1
1260;7899547527506;1256801530257;CAPTOPRIL 50 MG CP (G);CAPTOPRIL 50 MG VO CP;PRATI DONADUZZI;CX C/300 CP;300
1913;7898123909446;1134301740034;TRAMADOL 50 MG CAP (G) (A2);CLORIDRATO DE TRAMADOL 50 MG VO CAP (A2);HIPOLABOR;CX C/500 CAP;500
1324;7891721028120;1008903830044;PREGABALINA 150 MG CAP (G) (C1);PREGABALINA 150 MG VO CAP (C1);MERCK;CX C/30 CAP;30
1537;7898123907497;1134301550030;ESPIRONOLACTONA 100 MG CP (G);ESPIRONOLACTONA 100 MG VO CP;HIPOLABOR;CX C/500 CP;500
1538;7898470680661;1134301550057;ESPIRONOLACTONA 50 MG CP (G);ESPIRONOLACTONA 50 MG VO CP;HIPOLABOR;CX C/500 CP;500
1539;7898123906308;1134301290020;ESKAVIT 10 MG/ML IM/SC 1 ML AMP (S)   ;"FITOMENADIONA (VITAMINA K) 10 MG/ML IM/SC AMP

";HIPOLABOR;CX C/50 AMP;50
1607;7899547510928;1256802570023;CABERGOLINA 0,5 MG CP (G);CABERGOLINA 0,5 MG VO CP;PRATI DONADUZZI;CX C/8 CP;8
1727;7898495605120;1156001770011;FLYARE 7 MG/ML 100 ML FR (S);HEDERA HELIX 7 MG/ML 100 ML VO FR + COPO MEDIDA;CIFARMA;FR C/100 ML;1
1916;17899780135930;10150470517;WILTEX AGULHA HIPODERMICA 25 X 0,6 MM  ;AGULHA HIPODERMICA DESCARTAVEL 25  X 0,6 MM /23G X 1  COM SISTEMA DE SEGURANÇA CANHAO AZUL;WILTEX;CX C/100 UNI;100
1438;7898947385693;1553700400042;SUCCINATO DE METOPROLOL 25 MG CP (G);SUCCINATO DE METOPROLOL 25 MG VO CP LIBERAÇÃO CONTROLADA;ACCORD;CX C/30 CP;30
1333;7898404221175;1018600310017;VITASANTISA C 100 MG/ML 5 ML AMP (S) ;"ACIDO ASCORBICO (VITAMINA C) 100 MG/ML AMP

";SANTISA;CX C/100 AMP;100
1448;7898148298600;1256801800033;BROMOPRIDA 10 MG CP (G);BROMOPRIDA 10 MG VO CP;PRATI DONADUZZI;CX C/800 CP;800
1480;7896014686650;1163701180056;ARIFENICOL 1 G PO/INJ FA (S);"SUCCINATO SÓDICO DE CLORANFENICOL 1 G PÓ/INJ IV F/A 


";BLAU FARMAC.;CX C/100 FA;100
1656;7899547508796;1256802360215;GINKGO VITAL 80 MG CP (S);GINKGO BILOBA 80 MG VO CP;PRATI DONADUZZI;CX C/300 CP;300
1917;7898259490702;80026180002;SERINGA SR 10 ML LUER SLIP S/AGULHA;"SERINGA HIPODERMICA DESCARTAVEL 10 ML BICO CENTRAL / LUER SLIP S/AGULHA
";SALDANHA RODRIGUES;1 UNI;1
1304;7899547502589;1256800300193;SALBUTAMOL 0,4 MG/ML 120 ML FR (G);"SULFATO DE SALBUTAMOL 0,4 MG/ML 120 ML + COPO MEDIDOR

";PRATI DONADUZZI;CX C/50 FR;50
1466;7898148290338;1256801370047;SIMETICONA 75 MG/ML 15 ML FR (G);SIMETICONA 75 MG/ML 15 ML VO FR;PRATI DONADUZZI;CX C/200 FR;200
1903;7899420500732;1037202650019;ALDIJET 150/10 MG/ML 1 ML AMP (S);"ALGESTONA ACETOFENIDA + ENANTATO DE ESTRADIOL 150/10 MG/ML AMP 1ML

";SUPERA;CX C/1 AMP;1
1327;7898569760267;1351700080049;LAMOTRIGINA 50 MG CP (G) (C1);LAMOTRIGINA 50 MG VO CP (2 BLISTERS C/15 CP) (C1);ALTHAIA;CX C/30 CP;30
1517;7896006218340;1049711760029;TERBUTIL 0,5 MG/ML IV/SC 1 ML AMP (S);SULFATO DE TERBUTALINA 0,5 MG/ML SOL/INJ IV/SC 1 ML AMP;UNIAO QUIMICA;CX C/50 AMP;50
1652;7899095249639;1542302110030;BIMATOPROSTA 0,3 MG/ML 3 ML FR (G);BIMATOPROSTA 0,3% 3 ML FR ;GEOLAB;FR C/3 ML;1
1668;7899547507447;1256800450101;NISTATINA 25.000 UI/G  60 G BIS (G);NISTATINA 25.000 UI/G CREME VAGINAL 60 G BIS + APLICADOR;PRATI DONADUZZI;CX C/50 BIS;50
1669;7898470681200;1134301620020;IPRATROPIO 0,250MG/ML SOL 20 ML FR (G);IPRATROPIO BROM 0,250MG/ML SOL INALATORIA 20 ML ;HIPOLABOR;CX C/200 FR;200
1670;7896112143116;1037000710088;HELMIZOL 100 MG/G 50 G BIS VAG (G);METRONIDAZOL 100 MG/G GELEIA VAGINAL 50 G BIS + APLICADORES;TEUTO;CX C/50 BIS;50
1672;7896615100029;80023149007;PULMOCLEAR NEBULIZADOR ULTRASSONICO;APARELHO PARA NEBULIZAÇÃO/INALAÇÃO ULTRASSONICO;SONICLEAR;CX C/1 UNI;1
1301;7899547503869;1256801910033;ALOPURINOL 100 MG CP (G);ALOPURINOL 100 MG VO CP;PRATI DONADUZZI;CX C/600 CP;600
1302;7899547503937;1256801910068;ALOPURINOL 300 MG CP (G);ALOPURINOL 300 MG VO CP;PRATI DONADUZZI;CX C/500 CP;500
1467;7899547507409;1256800430038;METRONIDAZOL 100 MG/G 50 G BIS VAG (G);METRONIDAZOL 100 MG/G GELEIA VAGINAL 50 G BIS;PRATI DONADUZZI;CX C/50 BIS;50
1493;7898404221458;1018600340021;GENTAMICINA 40MG IM/IV INJ 1ML AMP (G);SULFATO DE GENTAMICINA 40 MG/ML SOL/INJ IM/IV 1 ML;SANTISA;CX C/100 AMP;100
1494;7898123906100;1049700950085;BROMOPRIDA 5MG/ML IM/IV 2 ML AMP (G);BROMOPRIDA 5 MG/ML SOL/INJ IM/IV 2 ML AMP;HIPOLABOR;CX C/100 AMP;100
1495;7896112189855;1037003140088;DICL POTASSICO 25 MG/ML 3 ML AMP (G);DICLOFENADO DE POTASSIO 25 MG/ML SOL/INJ IM 3 ML AMP;TEUTO;CX C/100 AMP;100
1485;7896112190455;1037003060041;DICL SODIO 25 MG/ML 3 ML AMP (G);DICLOFENADO DE SODIO 25 MG/ML SOL/INJ IM 3 ML AMP;TEUTO;CX C/100 AMP;100
1486;7896112190738;1037002860011;AMINOFILINA 24 MG/ML IV 10 ML AMP (G);AMINOFILINA 24 MG/ML SOL/INJ IV 10 ML AMP;TEUTO;CX C/50 AMP;50
1487;7896112126591;1037002850030;CIMETIDINA 150 MG/ML SOL/INJ 2 ML (G);CLORIDRATO DE CIMETIDINA 150 MG/ML SOL/INJ IM/IV 2 ML AMP;TEUTO;CX C/120 AMP;120
1526;7896112190745;1037003950047;DOPAMINA 5 MG/ML SOL INJ 10 ML AMP (S);CLORIDRATO DE DOPAMINA 5 MG/ML SOL/INJ IV 10 ML AMP;TEUTO;CX C/50 FA;50
1714;17898157723360;10369460168;SOLIDOR ESCALPE C/SIST SEG 19G AMOSTRA;ESCALPE DISPOSITIVO PARA INFUSÃO INTRAVENOSA 19 G C/ SIST DE SEGURANÇA;SOLIDOR;CX C/100 UNI;1
1715;17898157723377;10369460168;SOLIDOR ESCALPE C/SIST SEG 21G AMOSTRA;ESCALPE DISPOSITIVO PARA INFUSÃO INTRAVENOSA 21 G C/ SIST DE SEGURANÇA;SOLIDOR;CX C/100 UNI;1
1716;17898457722530;10369460168;SOLIDOR ESCALPE C/SIST SEG 25G AMOSTRA;ESCALPE DISPOSITIVO PARA INFUSÃO INTRAVENOSA 25 G C/ SIST DE SEGURANÇA;SOLIDOR;CX C/100 UNI;1
1717;17898157723384;10369460168;SOLIDOR ESCALPE C/SIST SEG 23G AMOSTRA;ESCALPE DISPOSITIVO PARA INFUSÃO INTRAVENOSA 23 G C/ SIST DE SEGURANÇA;SOLIDOR;CX C/100 UNI;1
1718;17898157723391;10369460168;SOLIDOR ESCALPE C/SIST SEG 27G AMOSTRA;ESCALPE DISPOSITIVO PARA INFUSÃO INTRAVENOSA 27 G C/ SIST DE SEGURANÇA;SOLIDOR;CX C/100 UNI;1
1496;7898122911587;1038700290012;HYPLEX 2 ML AMP (S);CLORIDRATO DE TIAMINA + RIBOFLAVINA + CLORIDRATO DE PIRIDOXINA + NICOTINAMIDA + D-PANTENOL 4 + 1 + 2+ 20 + 3 MG/ML SOL/INJ IM/IV AMP 2 ML ;HYPOFARMA;CX C/100 AMP;100
1458;7899470803005;1384100320150;XAROPE DE GUACO 35 MG/ML 120 ML FR (S);MIKANIA GLOMERATA SPRENG 35 MG/ML 120 ML VO FR;NATULAB;CX C/50 FR;50
1503;7899547514377;1256802380089;GABAPENTINA 400 MG CAP (G) (C1);GABAPENTINA 400 MG VO CAP (C1);PRATI DONADUZZI;CX C/30 CAP;30
1504;7899095256606;1542302320035;INDAPAMIDA 1,5 MG CP (G);INDAPAMIDA 1,5 MG VO CP DE LIBERAÇÃO PROLONGADA;GEOLAB;CX C/30 CP;30
1527;7896006224297;1049713100026;UNINALTREX 50 MG CP (S) (C1);CLORIDRATO DE NALTREXONA 50 MG VO CP (C1);UNIAO QUIMICA;CX C/30 CP;30
1528;7899547514315;1256802380021;GABAPENTINA 300 MG CAP (G) (C1);GABAPENTINA 300 MG VO CP (C1);PRATI DONADUZZI;CX C/30 CAP;30
1879;7898947017365;;LACTULOSE 667 MG/ML PAPAIA 120 ML FR (S);LACTULOSE 667 MG/ML MAMAO PAPAIA 120 ML FR;NUTRIEX;CX C/12 FR;12
1719;7896006237143;1049702850037;FENOBARBITAL 100 MG CP (G) (B1);FENOBARBITAL 100 MG VO CP (B1) ;UNIAO QUIMICA;CX C/200 CP;200
1722;7898158691774;1156000860058;BRONXOL 6 MG/ML 120 ML FR (S);CLORIDRATO DE AMBROXOL 6 MG/ML 120 ML VO FR + COPO DOSADOR;CIFARMA;FR C/120 ML;1
1723;7898495607896;1156000590131;DORILESS 500/10/5 MG CP (S);DIPIRONA 500  + PROMETAZINA 10 + ADIFENINA 5 MG VO CP;CIFARMA;CX C/200 CP;200
1724;7898158691170;1156000590018;DORILESS 500/10/5 MG/1,5 ML 15 ML (S) ;DIPIRONA 500  + PROMETAZINA 10 + ADIFENINA 5 MG/1,5 ML VO  15 ML FR;CIFARMA;FR C/15 ML;1
1725;7897848501560;1476100110038;PERMENATI 10 MG/ML 60 ML FR (S);PERMETRINA 10 MG/ML 60 ML LOCAO FR;NATIVITA;CX C/50 FR;50
1726;7898158690395;1156000150018;PEDIDERM LOCAO 0,2 MG/ML 100 ML FR (S);DELTAMETRINA 0,2 MG/ML 100 ML FR;CIFARMA;FR C/100 ML;1
1246;7898148298303;1256801290124;PREDNISOLONA 3 MG/ML 60 ML FR (G);FOSFATO SÓDICO DE PREDNISOLONA 3 MG/ML 60 ML VO FR + COPO MEDIDOR;PRATI DONADUZZI;CX C/50 FR;50
1247;7898148298181;1256801290061;PREDNISOLONA 3 MG/ML 100 ML FR (G);FOSFATO SÓDICO DE PREDNISOLONA 3 MG/ML 100 ML VO FR + COPO MEDIDOR;PRATI DONADUZZI;CX C/50 FR;50
1310;7899547504767;1256802090064;SULFA + TRIMETOPRIMA 800/160 MG CP;SULFAMETOXAZOL + TRIMETOPRIMA 800+160 MG VO CP;PRATI DONADUZZI;CX C/400 CP;400
1313;7898148295852;1256800580056;DEXCLORFENIRMINA 0,4 MG/ML 100 ML FR (G);"DEXCLORFENIRMINA 0,4 MG/ML 100 ML + COPO MEDIDOR
";PRATI DONADUZZI;CX C/50 FR;50
1433;7899547504538;1256801950027;FUROSEMIDA 40MG CP (G);FUROSEMIDA 40 MG VO CP;PRATI DONADUZZI;CX C/500 CP;500
1434;7898148291373;1256801710042;TETRACICLINA 500 MG CAP (G);CLORIDRATO DE TETRACICLINA 500 MG VO CAP;PRATI DONADUZZI;CX C/300 CAP;300
1388;7899547524314;1256802500181;BROM DE GALANTAMINA 8 MG CAP (G) (C1);BROMIDRATO DE GALANTAMINA 8 MG VO CAP (C1);PRATI DONADUZZI;CX C/280 CAP;280
1398;7896676403404;1029802260164;LONGACTIL 25 MG CP (S) (C1);CLORIDRATO DE CLORPROMAZINA 25 MG VO CP (C1);CRISTALIA;CX C/200 CP;200
1876;7898361700591;1031101660011;NOPROSIL 5 MG/ML 2 ML AMP (S)  ;CLORIDRATO DE METOCLOPRAMIDA 5 MG/ML 2 ML SOL INJ AMP;HALEX ISTAR;CX C/240 AMP;240
1611;7896006239239;1049700200094;CORTISONAL 100 MG PO/INJ IM/IV FA (S);SUCCINATO SÓDICO DE HIDROCORTISONA 100 MG PÓ/INJ IM/IV S/DIL F/A;UNIAO QUIMICA;CX C/50 FA;50
1648;7896006210030;1049714200016;VOFLUR 1 MG/ML C/250 ML (S) (C1);SEVOFLURANO 1 MG/ML  SOLUÇÃO PARA INALAÇÃO 250 ML FR (C1);UNIAO QUIMICA;FR C/250 ML;1
1661;7898615310101;80451960067;NPH MEDICAL AGULHA C/SIST SEG 30 X 0,8 ;AGULHA DESCARTÁVEL C/SIST DE SEGURANÇA 30 X 0,8 MM  / 21G X 1.1/4;NUTRIEX;CX C/100 UNI;100
1662;7898947017198;80451960119;NPH MEDICAL ESCALPE C/SIST SEG 19G;ESCALPE DISPOSITIVO PARA INFUSÃO INTRAVENOSA 19 G C/ SIST DE SEGURANÇA;NUTRIEX;CX C/100 UNI;100
1227;7898216361076;1410700270017;ESCOPEN 10 MG + 250 MG CP (S);BUTILBROMETO DE ESCOPOLAMINA + DIPIRONA SODICA 10 MG + 250 MG VO CP;PHARLAB;CX C/20 CP;20
1239;7896004713007;1023507530394;TOPIRAMATO 100 MG CP (G) (C1);TOPIRAMATO 100 MG VO CP (C1);EMS;CX C/60 CP;60
1241;7894916550086;1356900150025;ISORDIL 10 MG CP (S);DINITRATO DE ISOSSORBIDA 10 MG VO CP (2 BLISTERS C/15 CP);EMS SIGMA;CX C/30 CP;30
1920;7899470802596;1384100660040;BUSCOPLEX COMPOSTO 20 ML FR (S);BUTILBROMETO DE ESCOPOLAMINA 6,67 MG/ML + DIPIRONA SODICA MONOIDRATADA 333,4 MG/ML 20 ML VO FR;NATULAB;CX C/200 FR;200
1922;7896862923389;1091700990029;CAPTOPRIL 25 MG CP (G);CAPTOPRIL 25 MG VO CP;MEDQUIMICA;CX C/500 CP;500
1336;7898569760298;1351700080073;LAMOTRIGINA 100 MG CP (G) (C1);LAMOTRIGINA 100 MG VO CP (2 BLISTERS C/15 CP) (C1);ALTHAIA;CX C/30 CP;30
